5833	species001:21183147	32	52	Plasmodium falciparum
5833	species001:21183147	377	397	Plasmodium falciparum
5833	species001:21183147	835	846	P falciparum
5833	species001:21183147	1036	1047	P falciparum
5833	species001:21183147	1288	1299	P falciparum
4929	species002:21807108	31	52	Candida guilliermondii
4929	species002:21807108	57	78	Candida guilliermondii
4932	species002:21807108	169	173	yeast
4929	species002:21807108	455	471	C. guilliermondii
4929	species002:21807108	627	643	C. guilliermondii
4929	species002:21807108	932	948	C. guilliermondii
4929	species002:21807108	1054	1070	C. guilliermondii
4929	species002:21807108	1274	1290	C. guilliermondii
4929	species002:21807108	1401	1417	C. guilliermondii
4932	species002:21807108	1567	1571	yeast
39416	species004:20961294	72	89	Tuber melanosporum
39416	species004:20961294	110	127	Tuber melanosporum
39416	species004:20961294	1119	1133	T. melanosporum
162425	species005:21807107	35	54	Aspergillus nidulans
162425	species005:21807107	70	89	Aspergillus nidulans
162425	species006:20797444	98	117	Aspergillus nidulans
162425	species006:20797444	278	297	Aspergillus nidulans
247150	species007:21565476	1238	1247	D. derouxi
1046030	species008:21565477	226	249	Geleia sinica spec. nov.
653507	species008:21565477	294	302	K. flavus
653508	species008:21565477	308	318	K. gracilis
1046030	species008:21565477	404	427	Geleia sinica spec. nov.
219838	species008:21565477	979	1014	Geleia simplex (Faure-Fremiet, 1951)
653507	species008:21565477	1109	1153	Kentrophoros flavus Raikov and Kovaleva, 1968
653508	species008:21565477	1335	1368	Kentrophoros gracilis Raikov, 1963
4097	species010:20951091	126	132	tobacco
485	species011:21075927	121	141	Neisseria gonorrhoeae
487	species011:21075927	215	236	Neisseria meningitidis
487	species011:21075927	1634	1646	meningococcal
75485	species012:21182519	361	382	black-legged kittiwake
746128	species013:21073976	589	609	Aspergillus fumigatus
5476	species013:21073976	615	630	Candida albicans
3329	species015:20840508	311	323	Norway spruce
3329	species015:20840508	326	336	Picea abies
58325	species016:21303365	785	803	Leuciscus leuciscus
4081	species018:20955222	111	130	Solanum lycopersicum
4081	species018:20955222	275	280	tomato
4081	species018:20955222	425	430	tomato
4081	species018:20955222	646	651	potato
4081	species018:20955222	1448	1453	tomato
3047	species019:20955223	942	963	Dunaliella tertiolecta
4031	species020:20955224	72	93	Pelargonium x hortorum
4031	species020:20955224	556	577	Pelargonium x hortorum
4513	species021:20955225	19	24	barley
4513	species021:20955225	405	410	barley
4513	species021:20955225	575	580	barley
3702	species022:20955226	459	478	Arabidopsis thaliana
4522	species023:20955227	463	476	Lolium perenne
870602	species024:20971620	0	44	Cotterillia bromelicola nov. gen., nov. spec.
870602	species024:20971620	175	219	Cotterillia bromelicola nov. gen., nov. spec.
294059	species024:20971620	274	296	Tillandsia heterophylla
870602	species024:20971620	377	387	Cotterillia
870602	species024:20971620	487	497	Cotterillia
870602	species024:20971620	799	821	Cotterillia bromelicola
870602	species024:20971620	1053	1063	Cotterillia
870602	species024:20971620	1290	1300	Cotterillia
69820	species025:20955241	465	491	Spodoptera litura Fabricius
69820	species025:20955241	726	734	S. litura
110108	species026:20840555	1090	1105	Rana limnocharis
718362	species027:20932726	0	17	Oramoeba fumarolia
63595	species027:20932726	587	612	Stachyamoeba sp. ATCC50324
660567	species027:20932726	659	677	Vrihiamoeba italica
4530	species027:20932726	704	707	rice
718362	species027:20932726	1057	1074	Oramoeba fumarolia
5476	species028:20637818	4	19	Candida albicans
5476	species028:20637818	325	340	Candida albicans
5476	species028:20637818	532	542	C. albicans
4932	species028:20637818	615	638	Saccharomyces cerevisiae
5476	species028:20637818	1278	1288	C. albicans
11320	species029:20951165	98	113	influenza A H1N1
11320	species029:20951165	724	742	influenza A viruses
11320	species029:20951165	772	787	influenza A H1N1
11320	species029:20951165	830	845	influenza A H1N1
11320	species029:20951165	947	957	influenza A
11320	species029:20951165	960	975	influenza A H1N1
11320	species029:20951165	1024	1039	influenza A H1N1
11176	species030:20951166	19	41	Newcastle disease virus
9031	species030:20951166	70	76	chicken
11176	species030:20951166	141	163	Newcastle disease virus
11176	species030:20951166	166	168	NDV
9031	species030:20951166	236	242	poultry
11176	species030:20951166	968	970	NDV
9031	species030:20951166	1019	1025	chicken
11176	species030:20951166	1276	1278	NDV
11176	species030:20951166	1319	1321	NDV
3760	species031:20951167	719	723	peach
