4929	species002	31	52	Candida guilliermondii
4929	species002	57	78	Candida guilliermondii
4932	species002	169	173	yeast
4929	species002	455	471	C. guilliermondii
4929	species002	627	643	C. guilliermondii
4929	species002	932	948	C. guilliermondii
4929	species002	1054	1070	C. guilliermondii
4929	species002	1274	1290	C. guilliermondii
4929	species002	1401	1417	C. guilliermondii
4932	species002	1567	1571	yeast
162425	species005	35	54	Aspergillus nidulans
162425	species005	70	89	Aspergillus nidulans
162425	species006	98	117	Aspergillus nidulans
162425	species006	278	297	Aspergillus nidulans
746128	species013	589	609	Aspergillus fumigatus
5476	species013	615	630	Candida albicans
5476	species028	4	19	Candida albicans
5476	species028	325	340	Candida albicans
5476	species028	532	542	C. albicans
4932	species028	615	638	Saccharomyces cerevisiae
5476	species028	1278	1288	C. albicans
5039	species033	1109	1132	Blastomyces dermatitidis
38033	species033	1339	1357	Chaetomium globosum
5207	species034	56	78	Cryptococcus neoformans
5207	species034	357	379	Cryptococcus neoformans
4932	species034	572	595	Saccharomyces cerevisiae
5207	species034	602	614	C. neoformans
5207	species034	834	843	serotype A
5207	species034	849	872	serotype D C. neoformans
5270	species034	1381	1395	Ustilago maydis
5207	species034	1437	1449	C. neoformans
5207	species034	1564	1576	C. neoformans
5141	species041	12	28	Neurospora crassa
162425	species041	118	137	Aspergillus nidulans
162425	species041	149	168	Aspergillus nidulans
5141	species041	174	190	Neurospora crassa
162425	species041	376	386	A. nidulans
5141	species041	412	420	N. crassa
162425	species041	738	748	A. nidulans
5141	species041	759	767	N. crassa
162425	species041	1078	1088	A. nidulans
4959	species058	89	109	Debaryomyces hansenii
4959	species058	114	134	Debaryomyces hansenii
4959	species058	356	366	D. hansenii
5207	species074	67	89	Cryptococcus neoformans
9606	species074	124	128	human
5207	species074	146	168	Cryptococcus neoformans
5207	species074	701	713	C. neoformans
4932	species074	730	753	Saccharomyces cerevisiae
5207	species074	836	848	C. neoformans
117187	species078	113	136	Fusarium verticillioides
117187	species078	141	164	Fusarium verticillioides
4577	species078	245	249	maize
9606	species078	311	315	human
117187	species078	451	468	F. verticillioides
117187	species078	696	713	F. verticillioides
5507	species078	748	759	F. oxysporum
5518	species078	774	787	F. graminearum
4577	species078	1012	1015	corn
4577	species078	1184	1187	corn
5207	species088	26	48	Cryptococcus neoformans
5207	species088	104	126	Cryptococcus neoformans
4932	species088	188	192	yeast
5207	species088	284	296	C. neoformans
5207	species088	700	712	C. neoformans
4932	species088	740	763	Saccharomyces cerevisiae
5270	species088	774	788	Ustilago maydis
5207	species088	969	981	C. neoformans
67593	species089	30	47	Phytophthora sojae
67593	species089	426	443	Phytophthora sojae
3847	species089	788	794	soybean
746128	species098	66	86	Aspergillus fumigatus
746128	species098	200	220	Aspergillus fumigatus
746128	species098	600	611	A. fumigatus
162425	species101	37	56	Aspergillus nidulans
162425	species101	143	162	Aspergillus nidulans
162425	species101	348	358	A. nidulans
162425	species101	581	591	A. nidulans
162425	species101	819	829	A. nidulans
5270	species102	75	89	Ustilago maydis
5270	species102	94	108	Ustilago maydis
5270	species102	134	142	corn smut
5270	species102	471	485	Ustilago maydis
5270	species102	999	1007	U. maydis
746128	species102	1540	1560	Aspergillus fumigatus
38033	species102	1563	1581	Chaetomium globosum
40559	species102	1587	1608	Botryotinia fuckeliana
318829	species104	100	118	rice blast pathogen
318829	species104	120	137	Magnaporthe oryzae
318829	species104	177	194	Magnaporthe oryzae
4530	species104	223	226	rice
318829	species104	457	464	M.oryzae
318829	species104	606	614	M. oryzae
318829	species104	704	713	ATMT0225B6
318829	species104	716	729	MoCDC15(T-DNA)
4932	species104	811	815	yeast
4932	species104	995	999	yeast
318829	species104	1173	1181	M. oryzae
318829	species104	1418	1434	wild type MoCDC15
318829	species104	1579	1587	M. oryzae
4876	species105	95	113	Glomus intraradices
4876	species105	371	389	Glomus intraradices
4876	species105	539	558	G. intraradicesNH(4)
4932	species105	592	596	Yeast
746128	species106	43	69	Aspergillus fumigatuscyp51A
746128	species106	239	259	Aspergillus fumigatus
746128	species106	696	707	A. fumigatus
746128	species106	1306	1317	A. fumigatus
746128	species138	93	113	Aspergillus fumigatus
746128	species138	208	228	Aspergillus fumigatus
39416	species151	40	57	Tuber melanosporum
39416	species151	471	488	Tuber melanosporum
4932	species151	611	616	yeasts
4932	species151	1051	1056	yeasts
40559	species152	49	64	Botrytis cinerea
40559	species152	610	625	Botrytis cinerea
746128	species163	69	89	Aspergillus fumigatus
746128	species163	136	156	Aspergillus fumigatus
4922	species163	343	356	Pichiapastoris
746128	species164	55	75	Aspergillus fumigatus
746128	species164	99	119	Aspergillus fumigatus
746128	species164	247	258	A. fumigatus
746128	species164	931	942	A. fumigatus
5141	species165	91	107	Neurospora crassa
5141	species165	225	241	Neurospora crassa
5141	species165	281	289	N. crassa
4896	species165	643	667	Schizosaccharomyces pombe
5141	species165	823	831	N. crassa
5141	species165	1143	1151	N. crassa
5141	species165	1322	1330	N. crassa
746128	species166	67	87	Aspergillus fumigatus
9606	species166	127	131	human
746128	species166	151	171	Aspergillus fumigatus
746128	species166	428	439	A. fumigatus
746128	species166	711	722	A. fumigatus
746128	species166	952	963	A. fumigatus
162425	species185	20	39	Aspergillus nidulans
162425	species185	427	446	Aspergillus nidulans
33178	species186	404	422	Aspergillus terreus
5061	species186	1276	1292	Aspergillus niger
33178	species186	1403	1412	A. terreus
162425	species195	48	67	Aspergillus nidulans
162425	species195	152	171	Aspergillus nidulans
162425	species195	1530	1540	A. nidulans
5518	species196	26	45	Fusarium graminearum
5518	species196	153	172	Fusarium graminearum
4113	species196	434	439	potato
5518	species196	1036	1049	F. graminearum
5518	species196	1298	1311	F. graminearum
4565	species197	33	37	wheat
4513	species197	43	48	barley
34373	species197	183	214	Blumeria graminis f. sp. tritici
34373	species197	217	228	B.g. tritici
34373	species197	235	240	hordei
34373	species197	243	253	B.g. hordei
4565	species197	293	297	wheat
4513	species197	302	307	barley
34373	species197	601	612	B.g. tritici
34373	species197	682	692	B.g. hordei
34373	species197	928	939	B.g. tritici
34373	species197	945	955	B.g. hordei
34373	species197	1061	1072	B.g. tritici
34373	species197	1078	1088	B.g. hordei
4565	species197	1162	1166	wheat
4513	species197	1172	1177	barley
34373	species197	1213	1224	B.g. tritici
34373	species197	1230	1240	B.g. hordei
5062	species213	66	83	Aspergillus oryzae
5062	species213	88	105	Aspergillus oryzae
5059	species213	184	201	Aspergillus flavus
5062	species213	278	286	A. oryzae
5062	species213	453	461	A. oryzae
5059	species213	559	567	A. flavus
5062	species213	653	661	A. oryzae
5062	species213	1264	1272	A. oryzae
746128	species213	1275	1295	Aspergillus fumigatus
162425	species213	1301	1320	Aspergillus nidulans
3750	species221	115	119	apple
5025	species221	127	145	Venturia inaequalis
5025	species221	168	181	Spilocaea pomi
3750	species221	219	223	apple
3750	species221	517	521	apple
5025	species221	670	682	V. inaequalis
106549	species221	1186	1205	Malus baccata jackii
147045	species221	1208	1220	M. micromalus
4932	species233	71	75	yeast
4932	species233	126	130	yeast
4932	species233	226	249	Saccharomyces cerevisiae
4932	species233	1525	1529	yeast
39407	species300	46	51	morels
39407	species300	173	178	morels
368404	species300	1219	1239	Morchella rufobrunnea
39930	species300	1279	1290	black morels
39407	species300	1322	1334	yellow morels
39407	species300	1842	1847	Morels
