69820	species025	465	491	Spodoptera litura Fabricius
69820	species025	726	734	S. litura
279896	species045	41	64	Maize mosaic rhabdovirus
222432	species045	90	106	Peregrinus maidis
222432	species045	180	195	corn planthopper
222432	species045	198	214	Peregrinus maidis
279896	species045	270	299	Maize mosaic rhabdovirus (MMV)
279896	species045	337	339	MMV
279896	species045	569	571	MMV
222432	species045	693	701	P. maidis
222432	species045	755	763	P. maidis
222432	species045	968	976	P. maidis
222432	species045	1036	1044	P. maidis
108931	species045	1111	1127	brown planthopper
108931	species045	1129	1146	Nilaparvata lugens
222432	species045	1167	1175	P. maidis
222432	species045	1405	1413	P. maidis
108931	species045	1536	1545	Ni. lugens
7029	species045	1801	1819	Acyrthosiphon pisum
222432	species045	1866	1874	P. maidis
1071257	species046	44	62	Megaphorura arctica
1071257	species046	112	128	Arctic springtail
1071257	species046	131	149	Megaphorura arctica
1071257	species046	363	372	M. arctica
7111	species047	300	314	Trichoplusia ni
7091	species047	320	330	Bombyx mori
7091	species047	337	343	B. mori
7111	species047	669	673	T. ni
7111	species047	698	702	T. ni
32264	species048	80	98	Tetranychus urticae
1428	species077	46	84	Bacillus thuringiensis var. israelensis
7370	species077	151	165	Musca domestica
7370	species077	237	247	house flies
7370	species077	250	264	Musca domestica
1428	species077	358	399	Bacillus thuringiensis variety israelensis
1428	species077	402	404	Bti
7370	species077	552	563	M. domestica
9031	species077	604	611	chickens
7370	species077	708	719	M. domestica
1428	species077	766	768	Bti
1428	species077	857	859	Bti
1428	species077	949	951	Bti
1428	species077	1063	1065	Bti
1428	species077	1176	1178	Bti
9031	species077	1183	1189	chicken
7370	species077	1266	1276	house flies
7539	species090	389	410	Colorado potato beetle
7539	species090	413	443	Leptinotarsa decemlineata (Say)
122892	species090	461	473	plum curculio
122892	species090	476	506	Conotrachelus nenuphar (Herbst)
50389	species090	528	548	western corn rootworm
50389	species090	551	590	Diabrotica virgifera virgifera (LeConte)
7539	species090	708	730	Colorado potato beetles
122892	species090	849	862	plum curculios
50389	species090	868	889	western corn rootworms
122892	species090	945	957	plum curculio
50389	species090	1348	1368	western corn rootworm
63687	species091	76	93	poplar leaf beetle
63687	species091	95	113	Chrysomela tremulae
63687	species091	234	244	C. tremulae
63687	species091	322	332	C. tremulae
63687	species091	751	761	C. tremulae
1428	species091	763	784	Bacillus thuringiensis
1428	species091	787	788	Bt
1428	species091	812	813	Bt
3641	species092	98	112	Theobroma Cacao
3641	species092	223	227	cacao
3641	species092	236	250	Theobroma cacao
3641	species092	302	306	cacao
3641	species092	438	442	cacao
3641	species092	1577	1581	cacao
3641	species092	1728	1732	cacao
9606	species096	383	388	humans
7159	species096	436	448	Aedes aegypti
11034	species096	575	581	Sindbis
11034	species096	625	628	SINV
7047	species097	25	42	Sitophilus zeamais
7047	species097	125	136	maize weevil
7047	species097	139	156	Sitophilus zeamais
7047	species097	671	680	S. zeamais
7047	species097	840	849	S. zeamais
7047	species097	989	998	S. zeamais
7047	species097	1182	1191	S. zeamais
7047	species097	1492	1501	S. zeamais
369451	species127	71	87	sycamore lace bug
369451	species127	90	107	Corythucha ciliata
369451	species127	116	132	sycamore lace bug
369451	species127	135	152	Corythucha ciliata
369451	species127	348	357	C. ciliata
369451	species127	499	508	C. ciliata
140101	species127	530	546	London plane tree
140101	species127	549	569	Platanus x acerifolia
369451	species127	981	990	C. ciliata
369451	species127	1639	1648	C. ciliata
369451	species127	1770	1779	C. ciliata
4577	species128	204	216	Zea mays (L.)
4558	species128	243	262	Sorghum bicolor (L.)
4577	species128	673	677	maize
89807	species128	853	878	Cotesia sesamiae (Cameron)
89805	species128	884	902	C. flavipes Cameron
9606	species129	29	33	human
115425	species129	57	76	New World screw-worm
115425	species129	79	101	Cochliomyia hominivorax
9606	species129	241	245	human
115425	species129	290	312	Cochliomyia hominivorax
115425	species129	568	581	C. hominivorax
7370	species167	87	101	Musca domestica
7370	species167	312	319	housefly
7370	species167	321	335	Musca domestica
7370	species167	393	400	housefly
59312	species167	641	663	Sarcophaga crassipalpis
7370	species167	759	766	housefly
562	species167	891	906	Escherichia coli
176275	species172	21	38	Beauveria bassiana
74065	species172	95	109	corn leafhopper
74065	species172	112	126	Dalbulus maidis
1032455	species172	149	168	Delphacodes kuscheli
4577	species172	251	254	corn
176275	species172	1070	1087	Beauveria bassiana
74065	species172	1215	1223	D. maidis
1032455	species172	1229	1239	D. kuscheli
176275	species172	1336	1346	B. bassiana
176275	species172	1403	1413	B. bassiana
74065	species172	1448	1456	D. maidis
176275	species172	1503	1513	B. bassiana
1032455	species172	1540	1550	D. kuscheli
1428	species172	1616	1637	Bacillus thuringiensis
1423	species172	1679	1689	B. subtilis
1405	species172	1709	1719	B. mycoides
1404	species172	1747	1759	B. megaterium
1408	species172	1787	1795	B.pumilus
1402	species172	1832	1847	B. licheniformis
1423	species172	1890	1900	B. subtilis
13686	species175	46	63	Solenopsis invicta
13686	species175	401	418	Solenopsis invicta
73399	species175	427	437	Hymenoptera
33431	species176	85	100	Heliconius erato
33431	species176	940	955	Heliconius erato
33431	species176	991	998	H. erato
121225	species187	19	33	human body lice
121225	species187	574	582	body lice
7091	species206	91	98	silkmoth
7091	species206	262	272	Bombyx mori
562	species206	439	454	Escherichia coli
7460	species207	19	27	honeybees
7460	species207	30	43	Apis mellifera
7460	species207	102	110	Honeybees
7460	species207	711	731	Africanized honeybees
329032	species208	100	107	bean bug
329032	species208	109	127	Riptortus pedestris
329032	species208	562	569	bean bug
329032	species208	571	589	Riptortus pedestris
33408	species214	129	149	Asian rice gall midge
33408	species214	152	166	Orseolia oryzae
33408	species214	175	195	Asian rice gall midge
33408	species214	198	212	Orseolia oryzae
7159	species214	959	971	Aedes aegypti
367774	species215	34	53	Eupolyphaga sinensis
367774	species215	594	613	Eupolyphaga sinensis
367774	species215	870	880	E. sinensis
367774	species215	1741	1751	E. sinensis
4232	species217	905	921	Helianthus annuus
73302	species217	924	935	H. nuttallii
382521	species217	938	951	H. pauciflorus
4234	species217	958	970	H. petiolaris
4232	species217	1016	1024	H. annuus
4232	species217	1477	1485	H. annuus
4234	species217	1491	1503	H. petiolaris
73302	species217	1604	1615	H. nuttallii
382521	species217	1620	1633	H. pauciflorus
4234	species217	1724	1736	H. petiolaris
4232	species217	1743	1751	H. annuus
197043	species218	52	77	Glassy-Winged Sharpshooter
197043	species218	80	102	Homalodisca vitripennis
197043	species218	137	162	glassy-winged sharpshooter
197043	species218	165	196	Homalodisca vitripennis (Germar)
197043	species218	282	295	H. vitripennis
2371	species218	479	504	Xylella fastidiosa (Wells)
197043	species218	619	632	H. vitripennis
197043	species218	1156	1169	H. vitripennis
4093	species219	77	93	Nicotiana rustica
27380	species219	657	673	Glomus etunicatum
77855	species219	707	726	silver leaf whitefly
77855	species219	729	748	Bemisia argentifolii
272444	species219	818	837	Eretmocerus eremicus
192188	species220	131	148	Grapholita molesta
3760	species220	180	184	Peach
3760	species220	570	574	peach
3760	species220	577	602	Prunus persica (L.) Batcsh
192188	species220	668	686	oriental fruit moth
192188	species220	689	714	Grapholita molesta (Busck)
192188	species220	741	750	G. molesta
3760	species220	762	766	peach
192188	species220	919	928	G. molesta
43066	species220	1039	1066	Trichogramma minutum (Riley)
192188	species220	1107	1116	G. molesta
192188	species220	1455	1464	G. molesta
176275	species222	71	88	Beauveria bassiana
500148	species222	94	113	Metarhizium brunneum
176275	species222	144	161	Beauveria bassiana
500148	species222	187	206	Metarhizium brunneum
176275	species222	370	380	B. bassiana
176275	species222	607	617	B. bassiana
500148	species222	821	831	M. brunneum
176275	species222	947	957	B. bassiana
500148	species222	963	973	M. brunneum
176275	species222	1420	1430	B. bassiana
500148	species222	1504	1514	M. brunneum
176275	species222	1655	1665	B. bassiana
500148	species222	1780	1790	M. brunneum
7137	species222	2204	2219	greater wax moth
7137	species222	2222	2240	Galleria mellonella
176275	species222	2430	2440	B. bassiana
