11320	species029	98	113	influenza A H1N1
11320	species029	724	742	influenza A viruses
11320	species029	772	787	influenza A H1N1
11320	species029	830	845	influenza A H1N1
11320	species029	947	957	influenza A
11320	species029	960	975	influenza A H1N1
11320	species029	1024	1039	influenza A H1N1
11176	species030	19	41	Newcastle disease virus
9031	species030	70	76	chicken
11176	species030	141	163	Newcastle disease virus
11176	species030	166	168	NDV
9031	species030	236	242	poultry
11176	species030	968	970	NDV
9031	species030	1019	1025	chicken
11176	species030	1276	1278	NDV
11176	species030	1319	1321	NDV
3760	species031	719	723	peach
12049	species130	337	355	Soybean dwarf virus
12049	species130	358	361	SbDV
12041	species130	365	383	Bean leafroll virus
12041	species130	386	389	BLRV
131082	species130	393	412	Beet chlorosis virus
131082	species130	415	418	BChV
156690	species130	422	446	Beet mild yellowing virus
156690	species130	449	452	BMYV
12042	species130	456	481	Beet western yellows virus
12042	species130	484	487	BWYV
191217	species130	491	519	Cereal yellow dwarf virus-RPV
191217	species130	522	529	CYDV-RPV
91753	species130	533	566	Cucurbit aphid-borne yellows virus
91753	species130	569	573	CABYV
12045	species130	577	597	Potato leafroll virus
12045	species130	600	603	PLRV
131083	species130	610	629	Turnip yellows virus
131083	species130	632	635	TuYV
191217	species130	1141	1148	CYDV-RPV
131083	species130	1154	1157	TuYV
12049	species130	1222	1225	SbDV
12041	species130	1228	1231	BLRV
131082	species130	1234	1237	BChV
156690	species130	1240	1243	BMYV
91753	species130	1246	1250	CABYV
12045	species130	1263	1266	PLRV
12042	species130	1271	1274	BWYV
9612	species131	28	33	canine
9612	species131	200	205	canine
905828	species159	45	59	duck astrovirus
905828	species159	102	116	Duck astrovirus
905828	species159	119	123	DAstV
562	species159	350	365	Escherichia coli
691956	species159	590	611	duck hepatitis A virus
104388	species159	614	636	duck plague herpesvirus
38170	species159	639	651	duck reovirus
11176	species159	654	676	Newcastle disease virus
34085	species159	683	712	Riemerella anatipestifer 12/19
34085	species159	726	730	26/51
905828	species159	790	794	DAstV
905828	species159	850	854	DAstV
905828	species159	901	905	DAstV
905828	species159	1082	1086	DAstV
11082	species181	70	78	West Nile
11082	species181	157	164	WN virus
11072	species181	405	431	Japanese encephalitis virus
11082	species181	493	494	WN
11082	species181	682	683	WN
11082	species181	899	901	WNV
11082	species181	1265	1267	WNV
11072	species181	1274	1276	JEV
10258	species183	298	306	orf virus
10258	species183	309	312	ORFV
10258	species183	331	334	ORFV
31931	species189	246	255	retroviral
11786	species189	640	669	murine leukemia virus (F-MuLV)
693997	species190	17	51	transmissible gastroenteritis virus
9986	species190	163	168	rabbit
693997	species190	213	247	transmissible gastroenteritis virus
693997	species190	250	253	TGEV
694009	species190	366	410	severe acute respiratory syndrome coronavirus
693997	species190	436	439	TGEV
693997	species190	530	533	TGEV
9986	species190	650	655	rabbit
693997	species190	812	815	TGEV
11320	species192	43	59	influenza A virus
11320	species192	203	219	influenza A virus
11320	species192	439	447	influenza
11320	species192	449	482	A/Duck/Hubei/L-1/2004 (H5N1) virus
9606	species192	499	503	human
11320	species192	603	606	H5N1
11320	species192	861	877	influenza A virus
9606	species192	890	894	human
11320	species192	1031	1075	swine-origin influenza A virus (S-OIV) (H1N1)
11320	species192	1301	1317	influenza A virus
10535	species193	49	64	human adenovirus
10535	species193	93	116	Human adenoviruses (Ads)
10535	species193	1367	1376	adenovirus
10535	species193	1565	1574	adenovirus
10535	species193	1758	1767	adenoviral
11309	species199	413	427	influenza virus
9606	species199	493	497	human
11309	species199	1630	1644	influenza virus
11103	species199	1656	1672	hepatitis C virus
9606	species199	1816	1820	human
12110	species211	122	151	foot-and-mouth disease virus O
12110	species211	154	154	A
12110	species211	160	165	Asia 1
12110	species211	242	269	foot-and-mouth disease virus
12110	species211	272	275	FMDV
12110	species211	288	288	O
12110	species211	291	291	A
12110	species211	297	302	Asia 1
9986	species211	330	336	rabbits
12110	species211	405	412	O/CHA/99
12110	species211	415	424	A/GS/LX/66
12110	species211	427	439	Asia 1/CHN/05
10090	species211	455	459	mouse
12110	species211	484	492	O/AV99(L)
12110	species211	495	503	A/AV88(L)
12110	species211	506	519	Asia 1/YNBS/58
12110	species211	627	627	O
12110	species211	630	630	A
12110	species211	636	641	Asia 1
12110	species211	1081	1084	FMDV
12110	species211	1096	1096	O
12110	species211	1099	1099	A
12110	species211	1105	1110	Asia 1
12110	species211	1232	1247	FMDV type Asia 1
11320	species212	30	53	pandemic influenza virus
11320	species212	254	270	Influenza A virus
9823	species226	43	47	swine
12845	species226	73	87	influenza virus
11320	species226	148	159	H1N1 viruses
