75485	species012	361	382	black-legged kittiwake
58325	species016	785	803	Leuciscus leuciscus
110108	species026	1090	1105	Rana limnocharis
77748	species036	728	750	Bythotrephes longimanus
77711	species036	867	885	Holopedium gibberum
38942	species037	570	573	oaks
38942	species037	576	588	Quercus robur
8032	species042	11	21	brown trout
8032	species042	497	507	brown trout
8032	species042	510	521	Salmo trutta
126302	species042	566	583	roundhead galaxias
126302	species042	586	602	Galaxias anomalus
8032	species042	866	876	brown trout
126302	species042	918	935	roundhead galaxias
126302	species042	1028	1042	native galaxias
8032	species042	1097	1101	trout
8032	species042	1181	1185	trout
8032	species042	1328	1332	trout
126302	species042	1477	1484	galaxias
8032	species042	1557	1561	trout
126302	species042	1622	1629	galaxias
126302	species042	1655	1662	galaxias
126302	species042	1727	1734	galaxias
8032	species042	1740	1744	trout
8032	species042	1754	1758	trout
126302	species042	1808	1815	galaxias
126302	species042	1836	1843	galaxias
126302	species042	1868	1875	galaxias
156563	species043	754	762	blue tits
85471	species043	1060	1078	Plasmodium relictum
1075167	species043	1166	1180	P. circumflexum
111991	species044	1071	1084	Tiaris bicolor
87177	species044	1087	1102	Coereba flaveola
111865	species044	1108	1123	Loxigilla noctis
1036802	species044	1125	1135	barbadensis
111991	species044	1647	1660	Tiaris bicolor
37087	species053	94	112	blue-footed boobies
37087	species053	527	543	blue-footed booby
37087	species053	545	557	Sula nebouxii
37087	species053	1898	1916	blue-footed boobies
9785	species066	36	43	elephant
9785	species066	439	454	African elephant
9785	species066	737	744	elephant
9785	species066	968	975	elephant
9785	species066	1139	1146	elephant
9785	species066	1252	1259	Elephant
9785	species066	1437	1444	Elephant
162715	species066	1501	1521	Colophospermum mopane
162715	species066	1681	1689	C. mopane
9785	species066	2074	2081	elephant
8496	species067	66	84	American alligators
8496	species067	544	562	American alligators
8496	species067	565	590	Alligator mississippiensis
121573	species068	422	442	African striped mouse
121573	species068	445	461	Rhabdomys pumilio
9696	species076	474	489	Florida panthers
9696	species076	492	510	Puma concolor coryi
9696	species076	642	657	P. c. stanleyana
8032	species084	308	318	brown trout
8032	species084	321	332	Salmo trutta
8036	species084	344	355	Arctic charr
8036	species084	358	375	Salvelinus alpines
8036	species084	461	472	Arctic charr
8036	species084	495	501	charr's
8036	species084	528	532	charr
8036	species084	681	685	charr
148596	species085	837	853	Mauritius kestrel
366454	species095	62	65	hihi
366454	species095	670	673	hihi
366454	species095	676	693	Notiomystis cincta
35005	species100	79	90	garter snake
35005	species100	93	110	Thamnophis elegans
35005	species100	565	576	garter snake
35005	species100	578	595	Thamnophis elegans
10041	species103	89	105	white-footed mice
10041	species103	407	423	white-footed mice
10041	species103	426	444	Peromyscus leucopus
139	species103	514	533	Borrelia burgdorferi
10041	species103	536	552	White-footed mice
10041	species103	740	756	white-footed mice
9606	species103	966	970	human
10041	species103	2071	2087	white-footed mice
56324	species107	751	767	red-backed shrike
56324	species107	769	783	Lanius collurio
56324	species107	1908	1924	red-backed shrike
515216	species155	317	334	Bathygobius fuscus
166741	species155	337	358	Chaenogobius annularis
646541	species155	364	373	C. gulosus
515216	species155	1098	1106	B. fuscus
171271	species160	781	788	redshank
171271	species160	790	803	Tringa totanus
211598	species160	828	848	Eurasian sparrowhawks
211598	species160	850	864	Accipiter nisus
171271	species160	1001	1008	redshank
211598	species160	1312	1322	Sparrowhawk
171271	species160	1401	1409	redshanks
211598	species160	1412	1422	Sparrowhawk
171271	species160	1720	1728	Redshanks
106198	species161	435	447	Myrmica rubra
67767	species161	453	464	Lasius niger
106198	species161	1063	1070	M. rubra
67767	species161	1083	1090	L. niger
106198	species161	1374	1381	M. rubra
55661	species162	706	719	common cuckoos
55661	species162	721	735	Cuculus canorus
55661	species162	888	893	cuckoo
55661	species162	1005	1010	cuckoo
55661	species162	1251	1256	cuckoo
55661	species162	1385	1391	cuckoos
55661	species162	1499	1504	cuckoo
55661	species162	1634	1639	cuckoo
55661	species162	1805	1810	cuckoo
127875	species191	50	70	white-throated dipper
127875	species191	72	86	Cinclus cinclus
127875	species191	212	232	white-throated dipper
127875	species191	234	248	Cinclus cinclus
38942	species278	648	660	Quercus robur
683971	species278	1065	1085	Tischeria ekebladella
683971	species278	1400	1413	T. ekebladella
683971	species278	1419	1432	T. ekebladella
683971	species278	1607	1620	T. ekebladella
189839	species286	1063	1076	Baetis rhodani
189839	species286	2188	2197	B. rhodani
64717	species287	367	376	root voles
64717	species287	379	396	Microtus oeconomus
9178	species319	66	85	grey-crowned babbler
9178	species319	558	577	grey-crowned babbler
9178	species319	580	602	Pomatostomus temporalis
9178	species319	979	999	grey-crowned babblers
213866	species369	474	490	Eciton burchellii
9852	species371	669	679	Alces alces
9852	species400	1260	1264	moose
9852	species400	1266	1276	Alces alces
9157	species410	86	94	great tit
9157	species410	918	926	great tit
9157	species410	928	938	Parus major
9606	species413	2150	2154	human
96047	species428	666	683	Ammophila arenaria
96047	species428	1633	1643	A. arenaria
64391	species430	435	458	Callosobruchus maculatus
9606	species432	147	151	human
357595	species452	742	751	ring ouzel
357595	species452	754	769	Turdus torquatus
8019	species457	97	107	coho salmon
8022	species457	113	127	steelhead trout
8022	species457	1072	1080	steelhead
8019	species457	1086	1096	coho salmon
8022	species457	1400	1414	steelhead trout
8019	species457	1420	1430	coho salmon
8022	species457	1499	1507	steelhead
8019	species457	1574	1577	coho
8022	species457	1806	1814	steelhead
8038	species457	1950	1960	brook trout
8030	species457	1966	1980	Atlantic salmon
8038	species457	1986	1996	brook trout
111821	species458	419	428	tawny owls
111821	species458	630	639	tawny owls
111821	species458	1714	1723	tawny owls
258703	species461	462	478	Formica aquilonia
258703	species461	698	709	F. aquilonia
36169	species461	774	795	Camponotus herculeanus
258703	species461	973	984	F. aquilonia
258703	species461	1154	1165	F. aquilonia
258703	species461	1300	1311	F. aquilonia
258703	species461	1804	1815	F. aquilonia
8469	species482	1008	1020	green turtles
8469	species482	1023	1036	Chelonia mydas
8469	species482	1140	1152	green turtles
34869	species488	77	83	chamois
34869	species488	635	641	chamois
34869	species488	644	662	Rupicapra rupicapra
34869	species488	1488	1494	chamois
933863	species494	597	615	Metaphycus luteolus
933863	species494	990	1000	M. luteolus
933863	species494	1947	1957	M. luteolus
8030	species499	100	114	Atlantic salmon
8030	species499	523	537	Atlantic salmon
8030	species499	2136	2150	Atlantic salmon
7116	species501	79	94	Pieris brassicae
7116	species501	808	823	Pieris brassicae
3712	species501	839	845	cabbage
68481	species535	97	114	Seychelles warbler
68481	species535	117	141	Acrocephalus sechellensis
68481	species535	921	938	Seychelles warbler
68481	species535	941	965	Acrocephalus sechellensis
68481	species535	972	989	Seychelles warbler
161767	species542	423	440	Amphiprion percula
38281	species542	516	535	Heteractis magnifica
161767	species542	590	599	A. percula
7852	species549	889	897	threshers
263686	species549	1033	1052	Blacktip reef sharks
9606	species563	29	33	human
9627	species563	381	387	red fox
9627	species563	813	821	red foxes
9627	species563	1030	1038	red foxes
9870	species563	1063	1070	reindeer
10058	species563	1270	1274	voles
9627	species563	1354	1362	red foxes
9870	species563	1716	1723	reindeer
212219	species575	48	74	giant Australian cuttlefish
212219	species575	76	86	Sepia apama
212219	species575	710	736	giant Australian cuttlefish
212219	species575	738	748	Sepia apama
588576	species576	105	115	rainbowfish
588576	species576	118	139	Melanotaenia australis
588576	species576	364	382	western rainbowfish
588576	species576	384	405	Melanotaenia australis
588576	species576	759	770	M. australis
588576	species576	1039	1050	M. australis
588576	species576	1431	1442	M. australis
588576	species576	2189	2200	M. australis
588576	species576	2276	2287	M. australis
9337	species581	78	98	Trichosurus vulpecula
10090	species620	576	586	house mouse
10090	species620	589	602	Mus domesticus
10090	species620	824	828	mouse
10090	species620	858	862	mouse
